0.000000	10474.809763	-187500.022352	16968.505617	45386.602925	-4702.181185	16897.069442	-18121.542707	22939.260058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.368778	0.000000
196.000000	10481.559990	-187500.022352	16890.945064	45421.963384	-4687.429033	16895.504820	-18109.651579	22938.947134	-187500.022352	26137.593524	-29493.015050	-10697.299027	10551.811522	9381.027148	-38264.644237	-187500.022352	-0.047000	0.408000	0.251000	192.000000	126.500000	8.000000	12.500000	64.000000	7.500000	88.000000	0.000000	0.000000	0.000000	1700437238.368785	0.000000
198.000000	10464.215036	-187500.022352	17005.497754	45394.515442	-4696.906173	16919.018855	-18148.811835	22949.541861	-187500.022352	26312.741794	-29544.558173	-10416.829338	10698.438966	9656.579454	-38322.267034	-187500.022352	-0.047000	0.408000	0.251000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.368788	0.000000
200.000000	10463.857408	-187500.022352	16860.032601	45417.873015	-4703.164661	16867.743953	-18101.269674	22917.869439	-187500.022352	26144.790786	-29497.798323	-10654.517788	10554.180807	9417.594602	-38274.948391	-187500.022352	-0.047000	0.408000	0.251000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.368792	0.000000
202.000000	10471.457001	-187500.022352	17011.040987	45429.697088	-4679.605923	16933.167509	-18131.198660	22964.159902	-187500.022352	26289.428924	-29506.001414	-10460.102315	10690.615856	9608.389092	-38286.303077	-187500.022352	-0.047000	0.408000	0.251000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.368795	0.000000
204.000000	10461.957510	-187500.022352	16849.996668	45408.865262	-4705.265725	16860.725505	-18114.188983	22914.740195	-187500.022352	26158.224184	-29497.306585	-10637.575166	10570.184656	9434.894852	-38271.685037	-187500.022352	-0.047000	0.408000	0.251000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.368798	0.000000
206.000000	10483.482240	-187500.022352	17023.937943	45431.708745	-4681.237600	16941.437655	-18154.891509	22974.844035	-187500.022352	26285.070334	-29524.195734	-10487.639664	10680.512867	9584.204505	-38299.110627	-187500.022352	-0.070500	0.607000	0.379500	192.000000	126.500000	8.000000	12.500000	24.000000	7.500000	112.000000	0.000000	0.000000	0.000000	1700437238.368801	0.000000
208.000000	10466.338452	-187500.022352	16836.339752	45382.043169	-4728.779760	16835.311572	-18132.003323	22899.563360	-187500.022352	26166.740199	-29513.958635	-10622.398331	10580.667625	9460.666413	-38289.432322	-187500.022352	-0.070500	0.607000	0.379500	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.368804	0.000000
210.000000	10498.100281	-187500.022352	17045.328563	45427.037230	-4684.165679	16946.377390	-18172.817608	22984.343527	-187500.022352	26260.617526	-29540.981894	-10532.611374	10673.382661	9552.219159	-38320.389488	-187500.022352	-0.070500	0.607000	0.379500	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.368807	0.000000
0.000000	5398.840356	-93750.011176	8440.376334	22627.408520	-2250.798315	8391.895401	-9004.556716	11411.727835	-93750.011176	13054.491646	-14751.793713	-5355.612082	5278.207991	4693.374597	-19142.011600	-93750.011176	-0.092000	0.808000	0.508000	192.000000	126.500000	16.000000	12.500000	32.000000	7.500000	112.000000	0.000000	0.000000	0.000000	1700437238.520585	0.000000
2.000000	10820.971229	-187500.022352	16760.299118	45297.173595	-4490.063130	16755.962879	-17953.748161	22806.066013	-187500.022352	25718.274798	-29342.923086	-9804.525650	10586.657892	9715.029265	-38120.475485	-187500.022352	-0.092000	0.808000	0.508000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.520593	0.000000
4.000000	10851.973099	-187500.022352	16947.226756	45338.300805	-4442.565673	16859.384401	-17977.932749	22883.671270	-187500.022352	25844.942134	-29348.622781	-9675.466678	10707.558478	9843.060058	-38127.449230	-187500.022352	-0.092000	0.808000	0.508000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1700437238.520597	0.000000
